@relation humvar_complete

@attribute Binding numeric
@attribute SProtFT0 numeric
@attribute SProtFT1 numeric
@attribute SProtFT2 numeric
@attribute SProtFT3 numeric
@attribute SProtFT4 numeric
@attribute SProtFT5 numeric
@attribute SProtFT6 numeric
@attribute SProtFT7 numeric
@attribute SProtFT8 numeric
@attribute SProtFT9 numeric
@attribute SProtFT10 numeric
@attribute SProtFT11 numeric
@attribute SProtFT12 numeric
@attribute Interface numeric
@attribute Relaccess numeric
@attribute Impact numeric
@attribute HBonds numeric
@attribute SPhobic numeric
@attribute CPhim numeric
@attribute BCharge numeric
@attribute SSGeom numeric
@attribute Voids numeric
@attribute MLargest1 numeric
@attribute MLargest2 numeric
@attribute MLargest3 numeric
@attribute MLargest4 numeric
@attribute MLargest5 numeric
@attribute MLargest6 numeric
@attribute MLargest7 numeric
@attribute MLargest8 numeric
@attribute MLargest9 numeric
@attribute MLargest10 numeric
@attribute NLargest1 numeric
@attribute NLargest2 numeric
@attribute NLargest3 numeric
@attribute NLargest4 numeric
@attribute NLargest5 numeric
@attribute NLargest6 numeric
@attribute NLargest7 numeric
@attribute NLargest8 numeric
@attribute NLargest9 numeric
@attribute NLargest10 numeric
@attribute Clash numeric
@attribute Glycine numeric
@attribute Proline numeric
@attribute CisPro numeric
@attribute dataset {PD,SNP}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0.42,0,0,0,112.509,76.322,59.509,57.247,55.646,54.615,49.395,48.916,48.618,47.912,112.509,76.322,59.509,57.247,55.646,54.615,49.395,48.916,48.618,47.912,22.42,-2.7089,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13,0.770633,20,0,1.96,-1,0,0,141.306,111.811,101.585,101.21,79.126,71.459,70.603,65.879,63.239,59.207,141.306,111.811,101.585,101.21,79.126,71.459,70.603,65.879,63.239,59.207,112.96,-2.8617,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,1,20,0,0.28,0,0,-7.368,226.081,193.084,170.123,101.25,94.276,91.749,76.969,73.216,60.12,55.165,218.713,193.084,170.123,101.25,94.276,91.749,73.216,60.12,55.165,54.33,-0.19,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.248,1,20,-0.88,0,-1,0,0,31.787,26.322,25.449,24.809,23.834,22.379,18.584,11.924,11.359,11.066,31.787,26.322,25.449,24.809,23.834,22.379,18.584,11.924,11.56,11.359,0,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.104,0.446703,20,0,0.78,1,0,0,304.588,158.559,152.043,105.165,100.752,93.855,93.526,92.573,91.791,82.62,304.588,158.559,152.043,105.165,100.752,93.855,93.483,92.573,91.791,82.62,3.6,-5.2667,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.572,0.422013,7.55,-1.11,0,1,0,0,259.628,152.532,150.777,143.915,141.749,121.489,108.691,104.817,101.436,86.06,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,-11,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984,1,20,0,0.87,1,0,0,377.117,262.191,229.797,197.119,148.519,143.616,135.452,125.901,97.684,92.148,377.117,262.191,229.797,197.119,148.519,143.616,135.452,125.901,97.684,92.148,20.28,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,1,20,0,0.6,0,0,0,305.285,279.941,276.437,267.187,197.993,118.683,99.983,89.226,82.743,67.781,305.285,279.941,276.437,197.993,137.841,118.683,101.242,99.983,89.226,82.743,35.84,-100,3.6828,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.184,0.602041,-20,-1.84,0,1,0,0,419.171,222.311,164.117,149.353,148.933,119.901,110.951,98.695,95.806,86.722,419.171,222.311,164.117,149.353,148.933,119.901,110.951,98.695,95.806,86.722,-1.41,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.735,42.37,1,20,-0.42,0,1,0,0,143.24,124.74,53.784,45.11,40.423,39.983,39.186,37.579,30.759,29.698,143.24,124.74,53.784,45.11,40.423,39.983,39.186,37.579,30.759,29.698,-10.85,-100,-100,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.779,0.569555,20,0,0.3,0,1,0,212.517,143.675,136.27,112.413,102.95,97.934,95.909,86.09,80.413,79.311,212.517,143.675,136.27,112.413,102.95,97.934,95.909,86.09,80.413,79.311,-2.22,-100,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.478,0.759,1,10.77,-1.11,0,1,0,0,512.633,141.893,141.685,120.82,113.477,109.147,105.234,100.794,96.531,85.544,512.633,141.893,141.685,120.82,113.477,109.147,105.234,100.794,96.531,85.544,-7.63,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.80801,20,0,0.91,0,0,-67.422,279.939,212.517,143.675,136.27,112.413,97.934,95.909,86.09,80.413,79.311,212.517,143.675,136.27,112.413,102.95,97.934,95.909,86.09,80.413,79.311,-8.87,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-20,-0.78,0,-1,0,0,787.585,353.556,298.708,243.899,224.44,201.942,151.492,122.423,119.32,105.518,787.585,353.556,298.708,243.899,224.44,201.942,151.492,122.423,119.32,105.518,0,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0.986904,-20,-0.42,0,1,0,0,304.588,158.559,152.043,105.165,100.752,93.855,93.483,92.573,91.791,82.62,304.588,158.559,152.043,105.165,100.752,93.855,93.483,92.573,91.791,82.62,0.73,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.757,1.77,1,20,0,0.28,0,0,177.748,731.861,142.158,96.302,87.109,42.479,41.373,41.079,34.827,27.846,26.871,909.609,96.302,87.109,41.373,41.079,37.891,34.827,27.846,26.871,26.448,-4.01,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.438454,20,0,0.6,0,0,0,259.628,198.809,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,613.65,-100,1.4824,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.909,0.301773,20,-0.99,0,0,0,0,360.681,312.293,255.147,227.913,205.211,192.82,175.625,174.998,174.523,153.242,360.681,312.293,255.147,227.913,205.211,192.82,175.625,174.998,174.523,153.242,-4.61,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.785675,-20,-0.02,0,0,0,0,259.628,235.048,152.532,143.915,141.749,121.489,108.691,104.817,86.06,80.741,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,-3.52,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407425,20,0,0.44,0,0,0,512.633,254.36,141.893,141.685,120.82,113.477,109.147,105.234,100.794,96.531,512.633,141.893,141.685,120.82,113.477,109.147,105.234,100.794,96.531,85.544,-6.48,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.753,1,7.42,-2.17,0,1,0,0,184.284,160.99,122.825,119.1,85.042,79.879,67.606,64.154,57.251,52.879,184.284,160.99,126.41,119.1,85.042,79.879,67.606,64.154,57.251,52.879,-12.12,-100,-100,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.709,0.483563,20,-0.57,0,0,1,0.252,50.856,34.164,15.615,11.689,8.108,7.867,6.621,5.513,5.303,5.267,51.108,34.164,14.725,11.689,8.108,7.867,6.621,6.265,5.513,5.303,-5.53,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.641,1,20,0,0.1,0,0,0,308.725,205.853,200.89,164.689,127.357,107.818,104.973,99.695,89.394,86.253,308.725,205.853,200.89,164.689,127.357,107.818,104.973,99.695,89.394,86.253,-9.05,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.319,1,20,-2.17,0,1,0,0,275.812,275.148,237.519,202.657,199.34,187.124,178.892,119.985,87.602,79.976,275.812,275.148,237.519,202.657,199.34,187.124,178.892,119.985,87.602,79.976,-12.57,-100,-100,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.367,1,20,-0.12,0,0,1,0,92.842,81.655,70.321,56.251,53.983,45.299,41.886,41.664,30.363,26.679,92.842,81.655,77.573,70.321,56.251,53.983,41.886,41.664,32.67,30.363,0,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18,2.01,0.748703,13.41,-0.08,0,-1,0,0,291.066,240.616,237.592,209.798,185.892,160.655,141.785,139.007,138.726,108.904,291.066,249.458,240.616,209.798,185.892,160.655,141.785,139.007,138.068,108.904,-9.16,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.226,1,20,0,0.43,0,0,0,412.088,270.318,156.091,147.227,138.023,120.532,102.939,102.791,100.047,93.799,412.088,270.318,156.091,147.227,138.023,120.532,102.939,102.791,100.047,93.799,-0.49,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.283,1,7.09,-0.32,0,-2,0,0,455.756,311.03,215.569,182.605,175.825,166.748,138.66,135.198,127.073,99.783,455.756,311.03,215.569,182.605,175.825,166.748,138.66,135.198,127.073,99.783,-11.44,-100,-100,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.332,1,20,0,0.3,0,1,0,31.787,26.322,25.449,24.809,23.828,22.379,18.584,12.834,11.56,11.359,31.787,26.322,25.449,24.809,23.834,22.379,18.584,11.924,11.56,11.359,-3.95,-100,-100,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.457,0.439606,20,-0.57,0,0,1,0,288.381,179.286,64.976,27.479,22.357,19.637,18.344,17.521,15.713,14.701,288.381,173.231,64.976,27.479,22.357,19.637,18.344,17.521,15.713,14.701,-6.46,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,20,0,0.6,0,0,0,287.491,258.847,245.554,198.248,148.356,146.744,130.15,111.065,93.002,88.48,287.491,258.847,245.554,198.248,148.356,146.744,130.15,111.065,93.002,88.48,2594.98,-100,1.7378,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,20,0,0.87,0,0,0,654.884,516.752,479.885,283.223,220.179,189.601,176.63,171.558,169.221,142.395,654.884,516.752,479.885,220.179,189.601,176.63,171.558,169.221,142.395,102.303,-4.5,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.713,22.157,0.957982,20,-1.26,0,-1,0,0,161.678,124.735,98.157,63.545,60.287,49.608,44.322,36.724,32.934,27.455,161.678,124.735,98.157,63.545,60.287,49.608,44.322,36.724,32.934,27.455,-4.79,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253,28.068,0.923255,20,0,0.48,-2,0,0,401.538,111.784,107.871,100.244,86.111,62.213,49.774,48.89,37.737,37.635,401.538,111.784,107.871,100.244,86.111,62.213,49.774,48.89,37.737,37.635,-5.9,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.075,0.556,0.511393,20,0,0.88,1,0,0,276.175,116.52,105.302,91.067,84.901,70.993,67.651,62.217,56.082,50.106,276.175,116.52,105.302,91.067,84.901,70.993,67.651,62.217,56.082,50.106,38.15,2.0799,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49,1,10.26,-1.11,0,1,0,0,618.662,294.779,124.248,111.979,98.318,84.466,83.713,72.197,68.81,60.438,618.662,294.779,124.248,111.979,110.687,98.318,84.466,72.197,68.81,60.438,-11.12,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.809,0.407088,20,-0.79,0,0,0,0,76.384,60.673,43.645,41.155,36.117,35.701,29.794,29.109,25.321,19.159,76.384,60.673,43.645,41.155,36.117,35.701,29.794,29.109,25.321,19.159,-1.46,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.695,1,14.25,-1.11,0,1,0,0,455.756,311.03,215.569,182.605,175.825,166.748,138.66,135.198,127.073,99.783,455.756,311.03,215.569,182.605,175.825,166.748,138.66,135.198,127.073,99.783,-5.24,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.857,0.86332,20,0,2.33,-1,0,0,401.538,200.364,111.784,107.871,86.111,62.213,49.774,48.89,37.635,37.02,401.538,111.784,107.871,100.244,86.111,62.213,49.774,48.89,37.737,37.635,-14.75,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0.567504,12.13,0,1.54,-1,0,0,304.588,158.559,152.043,105.165,100.752,93.855,93.483,92.573,91.791,82.62,304.588,158.559,152.043,105.165,100.752,93.855,93.483,92.573,91.791,82.62,88.07,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.645,1,20,0,0.78,1,0,0,207.021,119.401,77.891,77.885,70.326,52.216,52.207,50.534,47.476,47.305,207.021,119.401,77.891,77.885,70.326,52.216,52.207,50.534,47.476,47.305,-1.86,0.0721,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.782,1,20,-0.2,0,0,0,0,217.609,197.419,154.526,113.426,91.849,85.001,82.694,81.961,75.844,69.466,217.609,197.419,154.526,113.426,91.849,85.001,82.694,81.961,75.844,69.466,-0.91,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.656,1,20,0,0.32,0,0,0,290.294,218.139,103.971,55.358,50.446,44.387,41.918,41.674,30.903,27.056,290.294,218.139,103.971,55.358,51.483,44.387,41.918,41.674,30.903,27.056,5788.71,-100,3.0612,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,1,20,0,2.33,-1,0,0,99.731,92.463,55.829,35.591,29.405,29.252,27.51,20.382,19.927,17.601,99.731,92.463,55.829,33.704,32.667,29.405,27.51,23.696,20.382,19.927,37.08,-100,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-75.89,0,1,-20,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0.47,0,0,22.815,649.14,248.351,181.763,138.375,118.885,100.857,86.94,86.513,86.113,84.281,671.955,248.351,181.763,138.375,118.885,100.857,86.513,86.113,84.281,77.57,4.77,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8,0.848928,8.78,-2.17,0,1,0,7.335,279.103,200.974,137.49,87.494,82.519,79.302,70.191,62.785,55.886,54.383,286.438,188.021,148.659,112.156,92.298,71.686,65.979,64.236,63.657,59.754,-12.3,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945858,20,0,0.87,0,0,-233.217,451.93,218.713,193.084,101.25,94.276,91.749,60.12,55.165,54.33,51.769,218.713,193.084,170.123,101.25,94.276,91.749,73.216,60.12,55.165,54.33,-5.55,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.582,1,20,0,0.6,0,0,4.143,60.776,57.292,52.84,52.653,51.55,36.423,35.622,33.871,28.686,28.629,64.919,63.333,57.292,52.84,52.653,51.179,36.423,35.622,33.871,28.686,36.17,-100,3.5767,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.44,0.662648,20,0,0.97,1,0,0,401.538,111.784,107.871,100.244,86.111,62.213,49.774,48.89,37.737,37.635,401.538,111.784,107.871,100.244,86.111,62.213,49.774,48.89,37.737,37.635,-7.09,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0.6,0,0,-90.603,243.427,152.824,68.964,49.184,47.508,43.981,43.438,33.003,32.118,31.054,152.824,68.964,51.78,49.184,47.508,44.53,43.981,43.438,34.445,33.003,1756.62,-100,1.6572,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.693,1,20,-1.4,0,0,0,-19.804,138.23,73.994,69.054,62.46,43.626,42.883,37.31,30.646,25.678,24.701,118.426,85.407,84.096,64.381,59.836,38.608,30.199,29.469,28.406,24.469,0.18,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563268,20,-0.28,0,0,0,-41.617,254.134,212.517,143.675,136.27,112.413,102.95,97.934,86.09,80.413,79.311,212.517,143.675,136.27,112.413,102.95,97.934,95.909,86.09,80.413,79.311,-2.36,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.048,1,20,-0.91,0,0,0,0,1483.093,916.954,557.263,503.551,457.288,441.475,322.536,192.963,186.326,177.211,1483.093,916.954,557.263,503.551,457.288,441.475,322.536,192.963,186.326,177.211,-5.28,-100,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.18,34.004,1,20,-0.87,0,0,0,0,196.887,103.137,103.054,53.584,48.736,46.279,40.626,32.063,31.67,30.148,196.887,103.137,103.054,53.584,48.736,46.279,40.626,32.063,31.67,30.148,-12.61,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.468,5.433,0.386305,20,0,1.37,0,0,0,167.375,157.72,140.669,82.839,82.293,80.702,69.775,63.093,53.468,53.196,167.375,157.72,140.669,82.839,80.702,69.775,63.093,55.663,53.468,53.196,-10.75,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.056,1,20,-1.96,0,1,0,0,51.798,47.79,45.064,35.723,28.705,28.673,27.372,21.875,21.173,19.719,51.798,47.79,45.064,35.723,28.705,28.673,27.372,21.875,21.173,19.719,0,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.171,1,20,-1.73,0,1,0,0,545.313,368.582,151.747,140.756,93.813,67.031,65.077,63.362,46.842,45.26,545.313,368.582,151.747,140.756,93.813,67.031,65.077,63.362,46.842,45.26,56.13,-100,3.5852,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.472,0,1,20,0,0.42,0,0,0,501.645,294.571,225.281,199.568,142.671,115.443,104.467,103.405,101.207,85.084,501.645,294.571,225.281,199.568,142.671,115.443,104.467,103.405,101.207,85.084,123.83,2.7936,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.371,1,-20,-1.54,0,1,0,0,516.202,211.171,175.948,123.993,107.375,106.706,99.73,92.062,91.774,89.096,516.202,211.171,123.993,107.375,106.706,99.73,92.062,91.774,89.096,81.565,-3.06,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.427,0.726329,20,0,0.88,1,0,0,28.359,11.864,9.87,9.191,8.323,8.018,7.563,5.672,5.488,5.459,28.359,11.864,9.191,8.948,8.323,8.018,5.672,5.488,3.211,2.675,83.33,-1.7624,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.677,1,20,0,0.48,-2,0,0,11.634,11.295,9.641,7.799,7.67,6.899,6.584,5.082,4.477,3.288,11.634,11.295,9.641,7.799,6.899,6.584,5.082,4.477,0,0,-2.72,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853,0.443461,20,-0.09,0,0,0,0,212.517,143.675,136.27,112.413,102.95,97.934,95.909,86.09,80.413,79.311,212.517,143.675,136.27,112.413,102.95,97.934,95.909,86.09,80.413,79.311,21.34,-1.164,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.135,1,-20,0,0.46,-1,0,0,311.367,241.352,220.469,109.786,90.559,89.628,85.92,84.573,80.591,80,311.367,241.352,220.469,109.786,90.559,89.628,85.92,84.573,80.591,80,-8.26,-100,-100,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.13,1,20,-0.12,0,0,1,0,100.853,100.652,85.731,76.998,55.629,50.863,47.287,39.666,32.125,31.622,100.853,85.731,76.998,55.629,50.863,47.287,39.666,32.125,31.622,29.827,0,-100,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.667,37.745,0.695073,20,-0.32,0,-2,0,0,151.012,137.552,124.957,93.669,90.109,87.237,85.686,78.023,75.493,73.455,151.012,137.552,124.957,93.669,90.109,87.237,85.686,78.023,75.493,73.455,-6.72,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.017,0.711266,20,0,0.88,1,0,0,71.451,18.181,16.087,15.734,12.475,11.746,11.336,10.985,9.628,8.665,71.451,18.181,17.001,16.087,14.375,11.746,11.336,10.985,9.628,8.665,209.33,-3.7278,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,1,20,0,1.26,1,0,-7.859,107.59,92.463,87.543,55.829,33.704,29.405,27.516,20.382,19.927,17.601,99.731,92.463,55.829,33.704,32.667,29.405,27.51,23.696,20.382,19.927,-12.22,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.321,0.47089,20,-0.6,0,0,0,0,165.311,162.73,156.93,139.265,122.231,107.743,97.997,86.946,68.227,65.657,165.311,162.73,156.93,139.265,122.231,107.743,97.997,86.946,68.227,65.657,-5.84,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402409,5.85,0,0.08,0,0,-69.699,329.327,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,-7.05,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.669,1,20,-0.28,0,0,0,0,259.628,152.532,143.915,141.749,124.952,121.489,104.817,101.436,86.06,80.741,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,-3.32,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0.802213,20,0,0.42,0,0,0,628.372,354.314,342.862,324.412,278.76,224.489,190.605,184.816,174.434,158.088,628.372,354.314,342.862,324.412,278.76,224.489,190.605,184.816,174.434,158.088,77.18,-1.8346,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141,0.968577,-20,0,0.48,-2,0,0,304.588,158.559,152.043,105.165,100.752,93.855,93.483,92.573,91.791,84.211,304.588,158.559,152.043,105.165,100.752,93.855,93.483,92.573,91.791,82.62,-1.3,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.228,1,-20,-0.48,0,2,0,0,761.682,144.291,114.478,75.453,59.82,54.298,48.288,44.078,40.868,27.938,761.682,144.291,114.478,75.453,59.82,54.298,48.288,44.078,40.868,27.938,-6.32,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.01,0.409148,20,0,0.43,0,0,0,544.15,85.583,48.19,47.998,46.169,27.003,23.78,20.162,18.463,18.426,544.15,85.583,48.19,47.998,46.169,27.003,23.78,20.162,18.463,18.426,-4.22,-100,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.969,7.74,0.345241,13.84,-1.11,0,1,0,0,213.602,202.383,196.495,151.283,145.368,134.619,126.675,121.318,117.117,107.423,213.602,202.383,196.495,151.283,145.368,134.619,126.675,121.318,117.117,107.423,-7.29,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.473,29.575,1,20,-0.6,0,0,0,0,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,80.741,77.733,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,-7.6,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.372,1,20,-0.6,0,0,0,0,239.044,215.129,207.172,122.28,96.849,87.572,87,86.27,81.461,79.804,239.044,215.129,207.172,122.28,96.849,87.572,87,86.27,81.461,79.804,-9.41,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0.99,0,0,0,170.345,161.401,76.662,71.74,44.512,21.424,18.348,17.344,16.832,16.27,170.345,161.401,57.396,44.512,21.424,18.348,17.344,16.832,16.27,15.453,-5.27,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.089,0.46658,-20,-0.43,0,0,0,0,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,-3.76,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802845,20,0,1.84,-1,0,145.718,118.085,113.038,107.772,102.032,94.431,91.534,86.972,76.205,63.768,63.039,263.803,113.038,107.772,94.431,91.534,86.972,76.205,63.768,63.419,63.039,118.9,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30.079,0.43794,-20,-0.48,0,2,0,0,202.804,137.424,130.852,114.554,106.016,103.662,98.54,93.073,88.952,80.701,202.804,137.424,130.852,114.554,106.016,103.662,98.54,93.073,88.952,80.701,-12.08,-100,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.619,26.247,0.917708,20,0,0.12,0,0,0,11.218,8.492,8.241,6.308,5.788,0,0,0,0,0,11.218,8.414,6.396,5.788,0,0,0,0,0,0,-2.9,2.0899,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-77.207,2.494,1,20,0,1.73,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.767,1,20,-1.73,0,1,0,0,124.231,93.591,31.555,30.733,29.117,27.847,27.65,23.476,21.348,20.056,124.231,93.591,31.555,30.733,29.117,27.847,27.65,23.476,21.348,20.056,75.76,-100,4.4223,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.389,0.442627,-20,0,1.11,-1,0,0,657.895,285.181,250.046,209.716,170.181,166.14,143.142,139.777,134.048,126.682,657.895,285.181,250.046,209.716,170.181,166.14,143.142,139.777,134.048,126.682,-7.12,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.209,1,10.6,0,0.42,-1,0,0,118.337,116.74,107.181,92.179,88.638,87.2,73.777,65.701,58.038,51.992,118.337,116.74,107.181,92.179,88.638,87.2,73.777,65.701,58.038,51.992,-15.99,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692922,20,0,0.02,0,0,50.255,180.774,140.178,135.823,126.2,88.483,81.054,74.254,67.641,67.111,66.981,231.029,140.178,135.823,126.2,88.483,81.054,74.254,67.641,67.111,66.981,183.83,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.387,1,20,0,1.96,-1,0,0,592.056,225.738,160.479,154.672,141.829,138.974,126.669,84.15,80.268,67.991,592.056,225.738,160.479,154.672,141.829,138.974,126.669,84.15,80.268,67.991,248.35,1.8129,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0.09,0,0,0,280.07,156.092,125.382,114.339,96.475,64.355,63.281,59.432,58.271,56.118,280.07,125.382,123.504,114.339,96.475,64.355,63.281,59.432,58.271,56.118,0,-100,-100,0,PD
